index,title,combine,overview,cast
4146,Highway,Action Adventure Dramaroad movieIt started as a desperate escape and became the wildest ride of their livesJake Gyllenhaal Selma Blair Jared Leto John C. McGinley Jeremy PivenJames Cox,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",Jake Gyllenhaal Selma Blair Jared Leto John C. McGinley Jeremy Piven
4147,Small Apartments,Comedy CrimeMatt Lucas Juno Temple James Caan Dolph Lundgren Billy CrystalJonas \u00c5kerlund,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.",Matt Lucas Juno Temple James Caan Dolph Lundgren Billy Crystal
4148,Coffee Town,Comedycoffee shop slacker thirty something carefreeGlenn Howerton Steve Little Ben Schwartz Adrianne Palicki Josh GrobanBrad Copeland,Three thirty-something friends band together when their carefree existence is threatened.,Glenn Howerton Steve Little Ben Schwartz Adrianne Palicki Josh Groban
4149,The Ghastly Love of Johnny X,Comedy Fantasy MusicThey Sing! They Dance! They're Juvenile Delinquents from Outer Space!Will Keenan Creed Bratton De Anna Joy Brooks Reggie Bannister Jed RowenPaul Bunnell,"A truly mad concoction, blending 1950s juvenile delinquents, sci-fi melodrama, song-and-dance, and a touch of horror, everything in just the right combination to create an engaging big screen spectacle! This curious and curiously entertaining story involves one Jonathan Xavier and his devoted misfit gang who, incidentally, have been exiled to Earth from the far reaches of outer space. Johnny's former girlfriend Bliss has left him and stolen his Resurrection Suit, a cosmic, mind-bending uniform that gives the owner power over others. Along the way, there will be several highly stylized musical numbers, lots of genuinely humorous dialogue, and a wacky plot-twist or two, all beautifully captured on the very last of Kodak's black-and-white Plus-X film stock.",Will Keenan Creed Bratton De Anna Joy Brooks Reggie Bannister Jed Rowen
4150,All Is Bright,Comedy Dramachristmas tree salesman french canadianAll is busted. All is broke. All is bitter. All is BRIGHT.Paul Rudd Paul Giamatti Sally Hawkins Peter Hermann Michael DrayerPhil Morrison,"Two French Canadian ne’er-do-wells travel to New York City with a scheme to a get rich quick selling Christmas trees. Easygoing charmer Rene (Paul Rudd) clashes with misanthropic ex-con Dennis (Paul Giamatti), whose wife Rene just stole. Still, this odd couple must make an honest go of it in this fresh buddy comedy co-starring Sally Hawkins, by the director of the indie breakout hit Junebug.",Paul Rudd Paul Giamatti Sally Hawkins Peter Hermann Michael Drayer
4151,The Torture Chamber of Dr. Sadism,Mystery Horror Historysnake cut-off arm pit revitalization descendantUNBELIEVABLE! Until You See It With Your Own Eyes!Lex Barker Christopher Lee Karin Dor Carl Lange Christiane R\u00fcckerHarald Reinl,"In the Olden Tymes, Count Regula is drawn and quartered for killing twelve virgins in his dungeon torture chamber. Thirty-five years later, he comes back to seek revenge on the daughter of his intended thirteenth victim and the son of his prosecutor in order to attain immortal life.",Lex Barker Christopher Lee Karin Dor Carl Lange Christiane R\u00fccker
4152,Straight A's,Comedy Dramabrother brother relationship drug addiction sister-in-lawAnna Paquin Ryan Phillippe Luke Wilson Powers Boothe Riley Thomas StewartJames Cox,"Pressured by his deceased mother's ghost to return home to the family he abandoned, a former addict grabs a bag of pills and a sack of marijuana and hits the road to Shreveport.",Anna Paquin Ryan Phillippe Luke Wilson Powers Boothe Riley Thomas Stewart
4153,A Funny Thing Happened on the Way to the Forum,Comedy Musicvirgin ancient rome freedom sondheim slaveSomething for Everyone!Zero Mostel Phil Silvers Buster Keaton Michael Crawford Jack GilfordRichard Lester,A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.,Zero Mostel Phil Silvers Buster Keaton Michael Crawford Jack Gilford
4154,Slacker Uprising,Documentarypresidential electionsMichael Moore Eddie Vedder Robert Ellis Orrall Steve Earle Celeste ZappalaMichael Moore,"Slacker Uprising is a movie of Michael Moore's tour of colleges in swing states during the 2004 election, with a goal to encourage 18–29 year olds to vote, and the response it received. The film is a re-edited version of Captain Mike Across America, which played at the Toronto International Film Festival in 2007. It is one of the first feature length films made by a known director to be released as a free and legal download online. The free download is only available to those residing in the United States and Canada. The film was also made available free for online viewing and download on the Lycos Cinema platform as well as iTunes and blip.tv. It had a one-night-only run at the Michigan Theater, where Michael Moore spoke briefly. The film is available in DVD format. Slacker Uprising features live performances or appearances by Eddie Vedder, Roseanne Barr, Joan Baez, Tom Morello, R.E.M., Steve Earle, and Viggo Mortensen. The original score is by Anti-Flag.",Michael Moore Eddie Vedder Robert Ellis Orrall Steve Earle Celeste Zappala
4155,The Legend of Hell's Gate: An American Conspiracy,Action Adventure History Westernbased on real eventsJustice was delieverd by the fastest gun.Eric Balfour Lou Taylor Pucci Henry Thomas James Lafferty Summer GlauTanner Beard,"In 1870s Texas, a ruthless bounty hunter and an Irish desperado flee the law with a young criminal claiming to possess a treasure more valuable than gold. Crossing paths with some of the West’s most notorious figures, the three outlaws fight for their lives in the pursuit of fame and fortune. Fueled by an ensemble cast and inspired by actual events, THE LEGEND OF HELL’S GATE blends legend and history into a Western spectacle that recounts a treacherous existence in post Civil War Texas.",Eric Balfour Lou Taylor Pucci Henry Thomas James Lafferty Summer Glau
4156,The Walking Deceased,Science Fiction Comedyspoof zombieTim Ogletree Troy Ogletree Dave Sheridan Joey Oglesby Sophia Taylor AliScott Dow,"THE WALKING DECEASED is the Scary Movie of the zombie genre, ripping on the biggest and best of zombie pop-culture, arguably the most crazed genre in the world. The story follows a group of survivors from all walks of the apocalypse – an idiotic Sheriff with definite coma-induced brain damage, his hardass son and a hobo with only a crossbow to stave off the walking dead, four squabbling friends forced to survive this zombieland together, and a lonely zombie who just needs love to fully regain his warm body – who leave their once-safe mall hideout in search of the rumored Safe Haven Ranch, a refuge untouched by the zombie virus that has ravaged humanity. But despite the comforting name, they discover that this sanctuary may not be as welcoming as advertised.",Tim Ogletree Troy Ogletree Dave Sheridan Joey Oglesby Sophia Taylor Ali
4157,The Curse of Downers Grove,Thriller Mystery Horror Dramaself-defense car mechanic graduation high school shootingHigh school can be murder.Bella Heathcote Lucas Till Helen Slater Penelope Mitchell Mark L. YoungDerick Martini,"The town of Downers Grove looks like your average suburban neighborhood -- but Downers Grove has a disturbing secret.... For the past eight years, one senior from every high school graduating class has met a bizarre death right before graduation day. And this year, Chrissie Swanson has a terrible feeling that she is going to be the one to die. Can Chrissie survive the curse of Downers Grove or will she, like those seniors before her, fall prey to the town's deadly secret?",Bella Heathcote Lucas Till Helen Slater Penelope Mitchell Mark L. Young
4158,Shark Lake,Thrillerlake shark attackIn this lake you have to fight to surviveDolph Lundgren James Chalke Sara Malakul Lane Michael Aaron Milligan Ibrahim Renno Jr.Jerry Dugan,"Meredith Hendricks happens to be the best cop in her quiet town on Lake Tahoe. When a black-market exotic species dealer named Clint is paroled from prison, something he let loose begins to make its presence known. Swimmers and land-lovers alike begin to become part of the food chain at an unbelievable rate. Meredith and her team discover that they're not just hunting one eating machine, but a whole family of them. Not everyone will make it out alive, but those who do will never forget this summer at Shark Lake.",Dolph Lundgren James Chalke Sara Malakul Lane Michael Aaron Milligan Ibrahim Renno Jr.
4159,River's Edge,Crime Dramasex police friends murderThe most controversial film you will see this year.Crispin Glover Keanu Reeves Ione Skye Daniel Roebuck Dennis HopperTim Hunter,"A group of high school friends discover that they are in the presence of a killer. One of them, Samson, has murdered his girlfriend Jamie. He brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary.",Crispin Glover Keanu Reeves Ione Skye Daniel Roebuck Dennis Hopper
4160,Northfork,Fantasy Drama Science FictionJames Woods Nick Nolte Claire Forlani Daryl Hannah Douglas SebernMichael Polish,"""We are all angels. It is what we do with our wings that separates us."" In the next two days, the town of Northfork will cease to exist. The year is 1955 and Northfork is literally about to be ""dammed,"" flooded to make way for a new hydroelectric project.",James Woods Nick Nolte Claire Forlani Daryl Hannah Douglas Sebern
4161,The Marine 4: Moving Target,Thriller ActionMike Mizanin Melissa Roxburgh Josh Blacker Matthew MacCaull Paul McGillionWilliam Kaufman,"WWE Superstar Mike ""The Miz"" Mizanin returns as Jake Carter where he is assigned to protect a whistleblower who wishes to expose a corrupt military defence contractor. However, the military hires a heavily armed team of mercenaries to kill her and it's up to Carter to stop them at any cost.",Mike Mizanin Melissa Roxburgh Josh Blacker Matthew MacCaull Paul McGillion
4162,Buried,"Drama Thriller Mysteryisolation coffin race against time buried alive survival170,000 sq miles of desert. 90 minutes of oxygen. No way out.Ryan Reynolds Jos\u00e9 Luis Garc\u00eda P\u00e9rez Robert Paterson Stephen Tobolowsky Samantha MathisRodrigo Cort\u00e9s",Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,Ryan Reynolds Jos\u00e9 Luis Garc\u00eda P\u00e9rez Robert Paterson Stephen Tobolowsky Samantha Mathis
4163,Submarine,Drama Comedy Romancebeach wales friendship bullying teenage girlA comedy that doesn't let principles stand in the way of progress.Craig Roberts Sally Hawkins Paddy Considine Noah Taylor Gemma ChanRichard Ayoade,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",Craig Roberts Sally Hawkins Paddy Considine Noah Taylor Gemma Chan
